run_id,steps_total,page_title,stop_reason,links_away,length_bytes,links_count,created_ts,views_30d,vital_level,page_title_normalized
2,22,Scientific theory,reached_philosophy,8.0,54827.0,322.0,2003-03-19T07:55:42Z,27776.0,4.0,Scientific theory
2,22,Universe,reached_philosophy,7.0,156476.0,752.0,2001-10-01T19:21:41Z,71728.0,2.0,Universe
2,22,Space,reached_philosophy,6.0,36267.0,360.0,2001-10-03T21:11:13Z,36022.0,3.0,Space
2,22,Three-dimensional space,reached_philosophy,5.0,34674.0,326.0,2005-11-01T16:10:08Z,28642.0,3.0,Three-dimensional space
2,22,Geometry,reached_philosophy,4.0,103626.0,650.0,2006-10-02T03:47:30Z,38875.0,2.0,Geometry
2,22,Mathematics,reached_philosophy,3.0,167315.0,745.0,2001-11-08T15:31:38Z,98370.0,1.0,Mathematics
2,22,Mathematical theory,reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Mathematical theory
2,22,Rationalism,reached_philosophy,1.0,61918.0,1009.0,2002-07-23T15:35:37Z,30776.0,4.0,Rationalism
2,22,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
2,22,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
3,19,Niels Sigfred Nebelong,reached_philosophy,19.0,7199.0,68.0,2011-10-04T06:10:51Z,35.0,0.0,Niels Sigfred Nebelong
3,19,Denmark,reached_philosophy,18.0,234982.0,1457.0,2001-10-31T23:25:08Z,170126.0,4.0,Denmark
3,19,Nordic countries,reached_philosophy,17.0,166688.0,717.0,2001-11-01T20:35:14Z,60134.0,5.0,Nordic countries
3,19,Nordic countries,reached_philosophy,17.0,166688.0,717.0,2001-11-01T20:35:14Z,60134.0,5.0,Nordic countries
3,19,Cultural region,reached_philosophy,16.0,0.0,0.0,,0.0,0.0,Cultural region
3,19,Anthropology,reached_philosophy,15.0,107698.0,1252.0,2001-11-02T11:20:05Z,37291.0,3.0,Anthropology
3,19,Human,reached_philosophy,14.0,269538.0,1136.0,2001-10-03T18:14:31Z,189247.0,1.0,Human
3,19,Species,reached_philosophy,13.0,109254.0,727.0,2001-10-26T17:56:32Z,45990.0,3.0,Species
3,19,Organism,reached_philosophy,12.0,24653.0,281.0,2001-11-02T15:39:27Z,28854.0,3.0,Organism
3,19,Life,reached_philosophy,11.0,112423.0,1487.0,2001-11-02T16:18:09Z,44654.0,1.0,Life
3,19,Matter,reached_philosophy,10.0,81551.0,575.0,2001-10-14T18:29:21Z,34523.0,3.0,Matter
3,19,Classical physics,reached_philosophy,9.0,5589.0,245.0,2002-11-24T12:33:52Z,20153.0,5.0,Classical physics
3,19,Scientific theory,reached_philosophy,8.0,54827.0,322.0,2003-03-19T07:55:42Z,27776.0,4.0,Scientific theory
3,19,Universe,reached_philosophy,7.0,156476.0,752.0,2001-10-01T19:21:41Z,71728.0,2.0,Universe
3,19,Space,reached_philosophy,6.0,36267.0,360.0,2001-10-03T21:11:13Z,36022.0,3.0,Space
3,19,Three-dimensional space,reached_philosophy,5.0,34674.0,326.0,2005-11-01T16:10:08Z,28642.0,3.0,Three-dimensional space
3,19,Geometry,reached_philosophy,4.0,103626.0,650.0,2006-10-02T03:47:30Z,38875.0,2.0,Geometry
3,19,Mathematics,reached_philosophy,3.0,167315.0,745.0,2001-11-08T15:31:38Z,98370.0,1.0,Mathematics
3,19,Mathematical theory,reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Mathematical theory
3,19,Rationalism,reached_philosophy,1.0,61918.0,1009.0,2002-07-23T15:35:37Z,30776.0,4.0,Rationalism
3,19,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
3,19,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
4,22,Whale Island (Alaska),reached_philosophy,22.0,921.0,30.0,2006-09-29T00:55:40Z,79.0,0.0,Whale Island (Alaska)
4,22,Kodiak Archipelago,reached_philosophy,21.0,5776.0,49.0,2004-08-23T16:26:27Z,2333.0,0.0,Kodiak Archipelago
4,22,Archipelago,reached_philosophy,20.0,6648.0,180.0,2001-07-09T10:53:39Z,37706.0,4.0,Archipelago
4,22,Aegean Islands,reached_philosophy,19.0,4855.0,227.0,2004-01-12T00:08:02Z,7294.0,5.0,Aegean Islands
4,22,Aegean Sea,reached_philosophy,18.0,52299.0,1070.0,2001-05-02T07:27:05Z,34588.0,4.0,Aegean Sea
4,22,Mediterranean Sea,reached_philosophy,17.0,169708.0,916.0,2001-11-12T17:26:31Z,83770.0,3.0,Mediterranean Sea
4,22,Mediterranean Sea,reached_philosophy,17.0,169708.0,916.0,2001-11-12T17:26:31Z,83770.0,3.0,Mediterranean Sea
4,22,Sea,reached_philosophy,16.0,183664.0,1081.0,2001-03-25T01:03:08Z,21287.0,2.0,Sea
4,22,Body of water,reached_philosophy,15.0,31545.0,361.0,2004-08-03T18:41:59Z,11157.0,4.0,Body of water
4,22,Water,reached_philosophy,14.0,176487.0,1212.0,2001-07-27T10:33:07Z,70418.0,2.0,Water
4,22,Inorganic compound,reached_philosophy,13.0,5065.0,45.0,2003-11-11T13:06:21Z,6918.0,4.0,Inorganic compound
4,22,Chemical compound,reached_philosophy,12.0,22965.0,264.0,2002-11-05T16:39:54Z,11764.0,3.0,Chemical compound
4,22,Chemical compound,reached_philosophy,12.0,22965.0,264.0,2002-11-05T16:39:54Z,11764.0,3.0,Chemical compound
4,22,Chemical substance,reached_philosophy,11.0,26730.0,323.0,2001-05-16T18:38:29Z,14072.0,4.0,Chemical substance
4,22,Chemical substance,reached_philosophy,11.0,26730.0,323.0,2001-05-16T18:38:29Z,14072.0,4.0,Chemical substance
4,22,Matter,reached_philosophy,10.0,81551.0,575.0,2001-10-14T18:29:21Z,34523.0,3.0,Matter
4,22,Classical physics,reached_philosophy,9.0,5589.0,245.0,2002-11-24T12:33:52Z,20153.0,5.0,Classical physics
4,22,Scientific theory,reached_philosophy,8.0,54827.0,322.0,2003-03-19T07:55:42Z,27776.0,4.0,Scientific theory
4,22,Universe,reached_philosophy,7.0,156476.0,752.0,2001-10-01T19:21:41Z,71728.0,2.0,Universe
4,22,Space,reached_philosophy,6.0,36267.0,360.0,2001-10-03T21:11:13Z,36022.0,3.0,Space
4,22,Three-dimensional space,reached_philosophy,5.0,34674.0,326.0,2005-11-01T16:10:08Z,28642.0,3.0,Three-dimensional space
4,22,Geometry,reached_philosophy,4.0,103626.0,650.0,2006-10-02T03:47:30Z,38875.0,2.0,Geometry
4,22,Mathematics,reached_philosophy,3.0,167315.0,745.0,2001-11-08T15:31:38Z,98370.0,1.0,Mathematics
4,22,Mathematical theory,reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Mathematical theory
4,22,Rationalism,reached_philosophy,1.0,61918.0,1009.0,2002-07-23T15:35:37Z,30776.0,4.0,Rationalism
4,22,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
4,22,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
5,12,Kami-Sugaya Station,reached_philosophy,12.0,4039.0,62.0,2009-07-04T06:54:37Z,24.0,0.0,Kami-Sugaya Station
5,12,Railway station,reached_philosophy,11.0,0.0,0.0,,0.0,0.0,Railway station
5,12,Rail transport,reached_philosophy,10.0,124369.0,833.0,2001-09-06T14:21:15Z,13437.0,4.0,Rail transport
5,12,Rail transport,reached_philosophy,10.0,124369.0,833.0,2001-09-06T14:21:15Z,13437.0,4.0,Rail transport
5,12,Means of transport,reached_philosophy,9.0,1697.0,25.0,2006-05-26T15:51:52Z,672.0,0.0,Means of transport
5,12,Transport,reached_philosophy,8.0,62598.0,1136.0,2001-11-08T18:15:03Z,11128.0,2.0,Transport
5,12,Motion,reached_philosophy,7.0,32101.0,310.0,2001-11-21T21:46:18Z,8211.0,3.0,Motion
5,12,Physics,reached_philosophy,6.0,84380.0,541.0,2001-10-29T16:12:25Z,56098.0,2.0,Physics
5,12,Scientific,reached_philosophy,5.0,0.0,0.0,,0.0,0.0,Scientific
5,12,Hypotheses,reached_philosophy,4.0,0.0,0.0,,0.0,0.0,Hypotheses
5,12,Explanation,reached_philosophy,3.0,9406.0,80.0,2003-04-25T18:56:16Z,18090.0,0.0,Explanation
5,12,Statement (logic),reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Statement (logic)
5,12,Philosophy of language,reached_philosophy,1.0,70385.0,926.0,2001-06-04T01:56:33Z,44537.0,4.0,Philosophy of language
5,12,Philosophical,reached_philosophy,0.0,0.0,0.0,,0.0,0.0,Philosophy
6,15,Debtors%27 Prison Relief Act of 1792,reached_philosophy,15.0,0.0,0.0,,0.0,0.0,Debtors%27 Prison Relief Act of 1792
6,15,United States Statutes at Large,reached_philosophy,14.0,9088.0,374.0,2005-06-02T01:17:11Z,3017.0,0.0,United States Statutes at Large
6,15,Act of Congress,reached_philosophy,13.0,8010.0,414.0,2002-08-22T11:56:01Z,4101.0,0.0,Act of Congress
6,15,Statute,reached_philosophy,12.0,6752.0,240.0,2002-02-25T15:43:11Z,6534.0,4.0,Statute
6,15,Legislature,reached_philosophy,11.0,23165.0,652.0,2002-03-14T20:13:29Z,17081.0,4.0,Legislature
6,15,Legislature,reached_philosophy,11.0,23165.0,652.0,2002-03-14T20:13:29Z,17081.0,4.0,Legislature
6,15,Deliberative assembly,reached_philosophy,10.0,6303.0,88.0,2002-03-14T20:06:11Z,2673.0,0.0,Deliberative assembly
6,15,Collective,reached_philosophy,9.0,3989.0,570.0,2004-06-30T07:31:57Z,2917.0,0.0,Collective
6,15,Cooperative,reached_philosophy,8.0,133695.0,1482.0,2002-09-22T13:48:35Z,17246.0,5.0,Cooperative
6,15,Autonomy,reached_philosophy,7.0,67535.0,197.0,2003-03-03T00:07:53Z,8617.0,0.0,Autonomy
6,15,Developmental psychology,reached_philosophy,6.0,141775.0,527.0,2001-12-24T03:53:23Z,8545.0,4.0,Developmental psychology
6,15,Science,reached_philosophy,5.0,157889.0,856.0,2001-10-15T17:23:57Z,97441.0,1.0,Science
6,15,Science,reached_philosophy,5.0,157889.0,856.0,2001-10-15T17:23:57Z,97441.0,1.0,Science
6,15,Hypotheses,reached_philosophy,4.0,0.0,0.0,,0.0,0.0,Hypotheses
6,15,Explanation,reached_philosophy,3.0,9406.0,80.0,2003-04-25T18:56:16Z,18090.0,0.0,Explanation
6,15,Statement (logic),reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Statement (logic)
6,15,Philosophy of language,reached_philosophy,1.0,70385.0,926.0,2001-06-04T01:56:33Z,44537.0,4.0,Philosophy of language
6,15,Philosophical,reached_philosophy,0.0,0.0,0.0,,0.0,0.0,Philosophy
7,15,Raffles House,reached_philosophy,15.0,13743.0,32.0,2018-01-05T06:40:51Z,262.0,0.0,Raffles House
7,15,Fort Canning Hill,reached_philosophy,14.0,36550.0,331.0,2005-08-09T09:47:04Z,2634.0,0.0,Fort Canning Hill
7,15,Singapore,reached_philosophy,13.0,335976.0,1374.0,2001-10-31T20:28:40Z,430085.0,3.0,Singapore
7,15,Island country,reached_philosophy,12.0,20876.0,136.0,2004-03-14T01:01:49Z,15901.0,0.0,Island country
7,15,Country,reached_philosophy,11.0,56194.0,260.0,2001-04-01T22:48:08Z,26884.0,2.0,Country
7,15,Country,reached_philosophy,11.0,56194.0,260.0,2001-04-01T22:48:08Z,26884.0,2.0,Country
7,15,Earth,reached_philosophy,10.0,223636.0,1172.0,2001-11-06T03:00:43Z,250639.0,1.0,Earth
7,15,Planet,reached_philosophy,9.0,203361.0,910.0,2001-08-28T00:26:44Z,40083.0,3.0,Planet
7,15,Hydrostatic equilibrium,reached_philosophy,8.0,27968.0,99.0,2002-05-09T17:56:47Z,9364.0,5.0,Hydrostatic equilibrium
7,15,Fluid mechanics,reached_philosophy,7.0,21074.0,306.0,2005-09-15T20:45:44Z,10216.0,4.0,Fluid mechanics
7,15,Physics,reached_philosophy,6.0,84380.0,541.0,2001-10-29T16:12:25Z,56098.0,2.0,Physics
7,15,Scientific,reached_philosophy,5.0,0.0,0.0,,0.0,0.0,Scientific
7,15,Hypotheses,reached_philosophy,4.0,0.0,0.0,,0.0,0.0,Hypotheses
7,15,Explanation,reached_philosophy,3.0,9406.0,80.0,2003-04-25T18:56:16Z,18090.0,0.0,Explanation
7,15,Statement (logic),reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Statement (logic)
7,15,Philosophy of language,reached_philosophy,1.0,70385.0,926.0,2001-06-04T01:56:33Z,44537.0,4.0,Philosophy of language
7,15,Philosophical,reached_philosophy,0.0,0.0,0.0,,0.0,0.0,Philosophy
8,17,Axl Rotten,reached_philosophy,17.0,39669.0,231.0,2005-05-11T10:33:54Z,5361.0,0.0,Axl Rotten
8,17,Ring name,reached_philosophy,16.0,11081.0,378.0,2004-07-20T15:39:21Z,12404.0,0.0,Ring name
8,17,Stage name,reached_philosophy,15.0,33306.0,451.0,2002-05-25T13:35:43Z,9807.0,0.0,Stage name
8,17,Stage name,reached_philosophy,15.0,33306.0,451.0,2002-05-25T13:35:43Z,9807.0,0.0,Stage name
8,17,Pseudonym,reached_philosophy,14.0,56015.0,538.0,2002-02-25T15:43:11Z,30967.0,0.0,Pseudonym
8,17,Anonymity,reached_philosophy,13.0,50791.0,592.0,2003-02-10T14:49:37Z,5340.0,0.0,Anonymity
8,17,Charity (virtue),reached_philosophy,12.0,0.0,0.0,,0.0,0.0,Charity (virtue)
8,17,Christian theology,reached_philosophy,11.0,217931.0,1361.0,2010-07-07T21:15:36Z,7652.0,5.0,Christian theology
8,17,Theology,reached_philosophy,10.0,63821.0,1483.0,2001-10-08T20:57:09Z,17185.0,4.0,Theology
8,17,Religious belief,reached_philosophy,9.0,0.0,0.0,,0.0,0.0,Religious belief
8,17,Attitude (psychology),reached_philosophy,8.0,54967.0,86.0,2003-11-11T23:46:15Z,5928.0,0.0,Attitude (psychology)
8,17,Psychology,reached_philosophy,7.0,244371.0,921.0,2001-11-06T02:05:30Z,60743.0,2.0,Psychology
8,17,Mind,reached_philosophy,6.0,183016.0,701.0,2001-06-25T12:33:15Z,31215.0,2.0,Mind
8,17,Thought,reached_philosophy,5.0,122922.0,282.0,2002-02-25T15:43:11Z,26719.0,3.0,Thought
8,17,Cognition,reached_philosophy,4.0,98154.0,363.0,2002-10-17T17:24:07Z,32292.0,4.0,Cognition
8,17,Knowledge,reached_philosophy,3.0,191627.0,612.0,2003-06-10T10:45:34Z,41007.0,2.0,Knowledge
8,17,Declarative knowledge,reached_philosophy,2.0,97644.0,239.0,2001-08-20T13:21:23Z,19369.0,0.0,Declarative knowledge
8,17,Awareness,reached_philosophy,1.0,23185.0,308.0,2004-02-27T19:26:33Z,23622.0,0.0,Awareness
8,17,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
8,17,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
9,22,2020%E2%80%9321 Guadeloupe Division of Honor,reached_philosophy,22.0,0.0,0.0,,0.0,0.0,2020%E2%80%9321 Guadeloupe Division of Honor
9,22,Guadeloupe Division of Honor,reached_philosophy,21.0,0.0,0.0,,0.0,0.0,Guadeloupe Division of Honor
9,22,Association football,reached_philosophy,20.0,146763.0,1196.0,2001-11-16T00:52:59Z,158253.0,3.0,Association football
9,22,Association football,reached_philosophy,20.0,146763.0,1196.0,2001-11-16T00:52:59Z,158253.0,3.0,Association football
9,22,Team sport,reached_philosophy,19.0,28571.0,882.0,2004-09-15T17:43:29Z,11466.0,0.0,Team sport
9,22,Sport,reached_philosophy,18.0,70220.0,344.0,2001-11-05T06:30:11Z,34081.0,2.0,Sport
9,22,Physical activity,reached_philosophy,17.0,25459.0,112.0,2005-09-23T22:53:37Z,8021.0,5.0,Physical activity
9,22,Skeletal muscle,reached_philosophy,16.0,121964.0,457.0,2003-11-27T03:28:08Z,18893.0,3.0,Skeletal muscle
9,22,Vertebrate,reached_philosophy,15.0,49803.0,387.0,2002-02-25T15:43:11Z,44618.0,3.0,Vertebrate
9,22,Animal,reached_philosophy,14.0,122009.0,1008.0,2001-03-29T04:52:19Z,134424.0,2.0,Animal
9,22,Multicellular,reached_philosophy,13.0,0.0,0.0,,0.0,0.0,Multicellular
9,22,Organism,reached_philosophy,12.0,24653.0,281.0,2001-11-02T15:39:27Z,28854.0,3.0,Organism
9,22,Life,reached_philosophy,11.0,112423.0,1487.0,2001-11-02T16:18:09Z,44654.0,1.0,Life
9,22,Matter,reached_philosophy,10.0,81551.0,575.0,2001-10-14T18:29:21Z,34523.0,3.0,Matter
9,22,Classical physics,reached_philosophy,9.0,5589.0,245.0,2002-11-24T12:33:52Z,20153.0,5.0,Classical physics
9,22,Scientific theory,reached_philosophy,8.0,54827.0,322.0,2003-03-19T07:55:42Z,27776.0,4.0,Scientific theory
9,22,Universe,reached_philosophy,7.0,156476.0,752.0,2001-10-01T19:21:41Z,71728.0,2.0,Universe
9,22,Space,reached_philosophy,6.0,36267.0,360.0,2001-10-03T21:11:13Z,36022.0,3.0,Space
9,22,Three-dimensional space,reached_philosophy,5.0,34674.0,326.0,2005-11-01T16:10:08Z,28642.0,3.0,Three-dimensional space
9,22,Geometry,reached_philosophy,4.0,103626.0,650.0,2006-10-02T03:47:30Z,38875.0,2.0,Geometry
9,22,Mathematics,reached_philosophy,3.0,167315.0,745.0,2001-11-08T15:31:38Z,98370.0,1.0,Mathematics
9,22,Mathematical theory,reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Mathematical theory
9,22,Rationalism,reached_philosophy,1.0,61918.0,1009.0,2002-07-23T15:35:37Z,30776.0,4.0,Rationalism
9,22,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
9,22,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
10,14,Room 8 (film),reached_philosophy,14.0,2400.0,7.0,2015-02-08T14:52:45Z,238.0,0.0,Room 8 (film)
10,14,Bombay Sapphire,reached_philosophy,13.0,14194.0,91.0,2001-12-17T16:38:40Z,15044.0,0.0,Bombay Sapphire
10,14,Gin,reached_philosophy,12.0,37670.0,451.0,2001-12-17T16:21:12Z,45657.0,4.0,Gin
10,14,Liquor,reached_philosophy,11.0,39733.0,432.0,2004-12-23T21:55:49Z,18185.0,4.0,Liquor
10,14,Alcoholic drinks,reached_philosophy,10.0,0.0,0.0,,0.0,0.0,Alcoholic drinks
10,14,Drink,reached_philosophy,9.0,57112.0,488.0,2001-11-03T17:52:18Z,8989.0,3.0,Drink
10,14,Liquid,reached_philosophy,8.0,61718.0,401.0,2001-07-27T19:32:52Z,11697.0,4.0,Liquid
10,14,State of matter,reached_philosophy,7.0,36124.0,300.0,2002-02-25T15:51:15Z,25918.0,3.0,State of matter
10,14,Physics,reached_philosophy,6.0,84380.0,541.0,2001-10-29T16:12:25Z,56098.0,2.0,Physics
10,14,Scientific,reached_philosophy,5.0,0.0,0.0,,0.0,0.0,Scientific
10,14,Hypotheses,reached_philosophy,4.0,0.0,0.0,,0.0,0.0,Hypotheses
10,14,Explanation,reached_philosophy,3.0,9406.0,80.0,2003-04-25T18:56:16Z,18090.0,0.0,Explanation
10,14,Statement (logic),reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Statement (logic)
10,14,Philosophy of language,reached_philosophy,1.0,70385.0,926.0,2001-06-04T01:56:33Z,44537.0,4.0,Philosophy of language
10,14,Philosophical,reached_philosophy,0.0,0.0,0.0,,0.0,0.0,Philosophy
11,14,Caccobius vulcanus,reached_philosophy,14.0,3706.0,19.0,2021-07-18T17:26:50Z,10.0,0.0,Caccobius vulcanus
11,14,Dynastinae,reached_philosophy,13.0,14745.0,228.0,2005-06-30T14:51:11Z,12078.0,0.0,Dynastinae
11,14,Subfamily,reached_philosophy,12.0,3398.0,50.0,2002-11-26T14:58:32Z,2024.0,0.0,Subfamily
11,14,Biological classification,reached_philosophy,11.0,0.0,0.0,,0.0,0.0,Biological classification
11,14,Biology,reached_philosophy,10.0,134763.0,953.0,2001-11-06T21:21:52Z,34847.0,2.0,Biology
11,14,Scientific study,reached_philosophy,9.0,4362.0,14.0,2006-06-11T02:21:06Z,5409.0,0.0,Scientific study
11,14,Scientific theory,reached_philosophy,8.0,54827.0,322.0,2003-03-19T07:55:42Z,27776.0,4.0,Scientific theory
11,14,Universe,reached_philosophy,7.0,156476.0,752.0,2001-10-01T19:21:41Z,71728.0,2.0,Universe
11,14,Space,reached_philosophy,6.0,36267.0,360.0,2001-10-03T21:11:13Z,36022.0,3.0,Space
11,14,Three-dimensional space,reached_philosophy,5.0,34674.0,326.0,2005-11-01T16:10:08Z,28642.0,3.0,Three-dimensional space
11,14,Geometry,reached_philosophy,4.0,103626.0,650.0,2006-10-02T03:47:30Z,38875.0,2.0,Geometry
11,14,Mathematics,reached_philosophy,3.0,167315.0,745.0,2001-11-08T15:31:38Z,98370.0,1.0,Mathematics
11,14,Mathematical theory,reached_philosophy,2.0,0.0,0.0,,0.0,0.0,Mathematical theory
11,14,Rationalism,reached_philosophy,1.0,61918.0,1009.0,2002-07-23T15:35:37Z,30776.0,4.0,Rationalism
11,14,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
11,14,Philosophy,reached_philosophy,0.0,201176.0,697.0,2001-10-31T05:49:04Z,119994.0,1.0,Philosophy
12,22,Bloom (software),reached_philosophy,22.0,4971.0,153.0,2008-11-02T02:30:19Z,201.0,0.0,Bloom (software)
12,22,Generative music,reached_philosophy,21.0,6824.0,32.0,2004-03-22T11:30:40Z,967.0,0.0,Generative music
12,22,Brian Eno,reached_philosophy,20.0,144003.0,884.0,2001-09-24T23:01:24Z,78974.0,4.0,Brian Eno
12,22,Suffolk,reached_philosophy,19.0,65754.0,497.0,2001-08-19T10:14:57Z,22931.0,5.0,Suffolk
12,22,Ceremonial county,reached_philosophy,18.0,0.0,0.0,,0.0,0.0,Ceremonial county
12,22,England,reached_philosophy,17.0,233310.0,1883.0,2001-10-17T10:00:34Z,229984.0,4.0,England
12,22,Countries of the United Kingdom,reached_philosophy,16.0,44603.0,597.0,2008-07-20T04:31:36Z,67477.0,0.0,Countries of the United Kingdom
12,22,United Kingdom,reached_philosophy,15.0,379317.0,2015.0,2001-11-02T17:36:50Z,556472.0,3.0,United Kingdom
12,22,Northwestern Europe,reached_philosophy,14.0,10995.0,284.0,2004-02-19T00:50:42Z,12403.0,0.0,Northwestern Europe
12,22,Subregion,reached_philosophy,13.0,35686.0,852.0,2004-06-12T16:20:13Z,7923.0,0.0,Subregion
12,22,Subregion,reached_philosophy,13.0,35686.0,852.0,2004-06-12T16:20:13Z,7923.0,0.0,Subregion
12,22,Subregion,reached_philosophy,13.0,35686.0,852.0,2004-06-12T16:20:13Z,7923.0,0.0,Subregion
12,22,Region,reached_philosophy,12.0,26112.0,823.0,2002-06-09T07:30:54Z,10432.0,5.0,Region
12,22,Geography,reached_philosophy,11.0,91125.0,537.0,2001-11-04T02:26:07Z,22655.0,2.0,Geography
12,22,Geography,reached_philosophy,11.0,91125.0,537.0,2001-11-04T02:26:07Z,22655.0,2.0,Geography
